Te,rate,energy,Kdruyv
0.1,1.319072727114618e-67,12.13,0.0
0.10722672220103231,4.8710002507494915e-64,12.13,0.0
0.11497569953977356,1.0369467019287351e-60,12.13,0.0
0.12328467394420663,1.320784554350498e-57,12.13,0.0
0.1321941148466029,1.0420863305398159e-54,12.13,0.0
0.1417474162926805,5.260345760555688e-52,12.13,0.0
0.1519911082952934,1.7508892134992246e-49,12.13,0.0
0.16297508346206444,3.952280918870983e-47,12.13,0.0
0.17475284000076838,6.211097813253797e-45,12.13,0.0
0.1873817422860384,6.9636726606975905e-43,12.13,0.0
0.20092330025650468,5.698479609218251e-41,12.13,0.0
0.2154434690031884,3.476668602517392e-39,12.13,0.0
0.23101297000831597,1.6130994603469636e-37,12.13,1.74057404138939e-309
0.24770763559917108,5.798044695047907e-36,12.13,2.1883609285795969e-271
0.26560877829466867,1.642524947030743e-34,12.13,3.0253303881051395e-238
0.2848035868435802,3.726790100001179e-33,12.13,2.0346660647834267e-209
0.30538555088334157,6.874834618253444e-32,12.13,2.4305253363474314e-184
0.32745491628777285,1.0456031561379317e-30,12.13,1.591366103261608e-162
0.3511191734215131,1.3283500804894665e-29,12.13,1.521707441352138e-143
0.3764935806792468,1.4268598907667126e-28,12.13,4.98284271012586e-127
0.40370172585965547,1.3106880881944863e-27,12.13,1.1721237935212058e-112
0.43287612810830584,1.0405443324496228e-26,12.13,3.7718410171167e-100
0.464158883361278,7.210228038534906e-26,12.13,2.9067475347232975e-89
0.49770235643321115,4.401078233092459e-25,12.13,8.728950208036311e-80
0.533669923120631,2.3867941883849968e-24,12.13,1.559691510213467e-71
0.5722367659350217,1.1592794499327384e-23,12.13,2.395905107711322e-64
0.6135907273413173,5.0805880570097483e-23,12.13,4.357543540013415e-58
0.6579332246575681,2.0230530660473587e-22,12.13,1.2394447024867703e-52
0.7054802310718644,7.366762065823826e-22,12.13,7.023464080575646e-48
0.7564633275546289,2.4679605836336862e-21,12.13,9.786912448126303e-44
0.8111308307896873,7.64941989099689e-21,12.13,4.027412783331575e-40
0.8697490026177834,2.2050402102033556e-20,12.13,5.7390110414516304e-37
0.9326033468832199,5.940394837357458e-20,12.13,3.252325787931675e-34
1.0,1.5024251505501138e-19,12.13,8.267125083068827e-32
1.072267222010323,3.5824669265799614e-19,12.13,1.0465004430338594e-29
1.1497569953977356,8.085207100378364e-19,12.13,7.224785840083796e-28
1.232846739442066,1.7334495333114832e-18,12.13,2.9438802837422326e-26
1.3219411484660293,3.5426300831874115e-18,12.13,7.583044789115603e-25
1.4174741629268055,6.923377943422257e-18,12.13,1.310728305869186e-23
1.5199110829529339,1.2977099247942555e-17,12.13,1.6012334875520213e-22
1.6297508346206444,2.3394154327294904e-17,12.13,1.4462740382715864e-21
1.7475284000076838,4.0665764505614734e-17,12.13,1.0044277891155257e-20
1.8738174228603839,6.832638743915549e-17,12.13,5.54938795337861e-20
2.009233002565047,1.1121446289484721e-16,12.13,2.512278282573446e-19
2.1544346900318843,1.7573434608493064e-16,12.13,9.561411543429234e-19
2.31012970008316,2.7009845766664437e-16,12.13,3.12791087635008e-18
2.4770763559917115,4.0452689744667976e-16,12.13,8.966273691393446e-18
2.656087782946687,5.91382414921988e-16,12.13,2.289882042245442e-17
2.848035868435802,8.452217644053488e-16,12.13,5.28568225124542e-17
3.0538555088334154,1.182749793771925e-15,12.13,1.1165612150025935e-16
3.2745491628777286,1.6226695261014414e-15,12.13,2.181974374734324e-16
3.511191734215131,2.185429209995044e-15,12.13,3.981845930374818e-16
3.7649358067924674,2.8928749965648522e-15,12.13,6.841418743836e-16
4.037017258596556,3.7678247678525625e-15,12.13,1.1146590374185363e-15
4.328761281083059,4.8335840608730205e-15,12.13,1.7329448419645565e-15
4.641588833612779,6.1134285771319154e-15,12.13,2.5848788825138987e-15
4.977023564332112,7.630079242736861e-15,12.13,3.716801498150149e-15
5.3366992312063095,9.40519522141914e-15,12.13,5.173284165242165e-15
5.722367659350217,1.1458907921457309e-14,12.13,6.995094333293496e-15
6.1359072734131725,1.3809415282716485e-14,12.13,9.217518013214415e-15
6.5793322465756825,1.647265098879851e-14,12.13,1.1869137793582224e-14
7.054802310718645,1.9462038246245297e-14,12.13,1.4971097511109758e-14
7.56463327554629,2.278833285523493e-14,12.13,1.8536834216676786e-14
8.111308307896872,2.6459555751007777e-14,12.13,2.2572230125315885e-14
8.697490026177835,3.0481011105451784e-14,12.13,2.7076124721795858e-14
9.326033468832199,3.4855382344954536e-14,12.13,3.2041117773799597e-14
10.0,3.9582894874977187e-14,12.13,3.74545809051245e-14
10.722672220103231,4.46615307657301e-14,12.13,4.3299780454283826e-14
11.497569953977356,5.0087277201706056e-14,12.13,4.955700531952691e-14
12.32846739442066,5.585438746507777e-14,12.13,5.620460056833293e-14
13.219411484660288,6.195563120888247e-14,12.13,6.321983925476624e-14
14.174741629268048,6.838251051754821e-14,12.13,7.05796209672975e-14
15.199110829529332,7.512542041004915e-14,12.13,7.826105055407501e-14
16.297508346206453,8.217373736113995e-14,12.13,8.624199397358861e-14
17.475284000076847,8.951582694682515e-14,12.13,9.450169787916856e-14
18.73817422860385,9.713897114503635e-14,12.13,1.030214813445577e-13
20.09233002565048,1.0502922594207131e-13,12.13,1.1178538313152664e-13
21.544346900318846,1.1317122924241327e-13,12.13,1.2078053135810552e-13
23.101297000831604,1.2154798621252536e-13,12.13,1.2999696004515656e-13
24.770763559917114,1.301406629885368e-13,12.13,1.3942666906793143e-13
26.560877829466868,1.3892841957011678e-13,12.13,1.4906190030617626e-13
28.48035868435802,1.478883087823347e-13,12.13,1.5889282579525662e-13
30.538555088334157,1.569952610965573e-13,12.13,1.689050366815916e-13
32.74549162877728,1.6622216599224157e-13,12.13,1.7907732109923333e-13
35.11191734215131,1.7554005076105595e-13,12.13,1.8938019349799946e-13
37.64935806792467,1.8491834851531123e-13,12.13,1.997754935497437e-13
40.37017258596554,1.9432523972737097e-13,12.13,2.102171495683851e-13
43.28761281083057,2.037280465645305e-13,12.13,2.2065296299430125e-13
46.41588833612782,2.1309365679848246e-13,12.13,2.310270836274324e-13
49.770235643321136,2.2238895388199756e-13,12.13,2.4128275434645363e-13
53.366992312063125,2.3158123115264685e-13,12.13,2.5136491593472967e-13
57.223676593502205,2.4063856987803596e-13,12.13,2.6122235226945545e-13
61.35907273413176,2.4953016154383226e-13,12.13,2.708091859387121e-13
65.79332246575683,2.582265529767887e-13,12.13,2.800856712228332e-13
70.54802310718645,2.6669978776632534e-13,12.13,2.8901835146789866e-13
75.64633275546291,2.74923409555568e-13,12.13,2.975797329939159e-13
81.11308307896873,2.8287228473129214e-13,12.13,3.057476637347931e-13
86.97490026177834,2.905221986333179e-13,12.13,3.1350458865557485e-13
93.26033468832199,2.9784918666751226e-13,12.13,3.208368026931335e-13
100.0,3.0482858494773247e-13,12.13,3.277337690406266e-13
